,Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,stock_symbol,overall_profit,2017_value,2018_value,2019_value,2020_value,2017_profit,2018_profit,2019_profit,2020_profit
2993,NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,$65.28,-0.36,-0.548%,46421057453.0,United Kingdom,,195371,Public Utilities,Natural Gas Distribution,NGG,-16.64354585170659,64.46924373733096,54.727211211307115,54.55198413606674,62.36365103343178,-13.829170189456404,-15.111132008490912,-0.3201827232961001,14.3196751155388
2994,NGM,NGM Biopharmaceuticals Inc. Common Stock,$25.36,2.32,10.069%,1953181704.0,United States,2019.0,563595,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NGM,-37.151776771684254,,,14.757632960664466,16.256746125599694,,,,10.158222317434106
2995,NGS,Natural Gas Services Group Inc. Common Stock,$10.41,-0.15,-1.42%,141690437.0,United States,2002.0,14610,Energy,Metal Fabrications,NGS,-60.15189883953468,26.48864540920789,22.993266884549204,14.888412751848733,9.29825394494193,13.518325926556894,-13.195761695853419,-35.24881511355262,-37.54704346312981
2996,NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,$11.80,0.53,4.703%,266758706.0,United States,2012.0,138595,Consumer Services,Food Chains,NGVC,-41.582783916318384,8.745338645114368,12.926852604307502,11.139603149323237,8.601587356082977,-40.60650479875344,47.8142028442679,-13.825867051262865,-22.78371822782979
2997,NGVT,Ingevity Corporation Common Stock ,$82.42,0.57,0.696%,3257278456.0,,2016.0,164742,Basic Industries,Industrial Specialties,NGVT,40.28442947502021,61.71047804935045,85.40418328516986,94.26896818857344,58.04031711154514,49.15527062242511,38.394946830376746,10.379801740862632,-38.431152661560226
2998,NH,NantHealth Inc. Common Stock,$2.12,0.07,3.415%,240525166.0,United States,2016.0,92939,Health Care,Managed Health Care,NH,-93.00483078662491,4.627231071669742,2.5841235060140906,0.7319087310442849,1.5945396811243089,-79.70055890180544,-44.15399909817761,-71.67671245817405,117.86045356355085
2999,NHC,National HealthCare Corporation Common Stock,$76.45,-0.89,-1.151%,1176805553.0,United States,,20495,Health Care,Hospital/Nursing Management,NHC,21.397801347835003,68.39390456059064,69.69964145189263,80.74781772068569,78.91555592370413,5.2120781772939315,1.9091421957715964,15.851123533280461,-2.26911618010475
3000,NHF,NexPoint Strategic Opportunities Fund,$13.41,0.1,0.751%,495636349.0,,,76605,Finance,Investment Managers,NHF,-26.090924156759854,22.902191260896355,22.816175255642467,19.223690471951922,15.199841400933645,11.361674522078125,-0.37557980489295184,-15.745341817542894,-20.9317200403805
3001,NHI,National Health Investors Inc. Common Stock,$66.63,-1.02,-1.508%,3055025411.0,United States,,199469,Consumer Services,Real Estate Investment Trusts,NHI,6.286114087088162,76.20262936291941,72.70589647635045,80.12845230102539,75.37111088586231,7.458696880140628,-4.588729963523382,10.209014927818565,-5.937143771716392
3002,NHS,Neuberger Berman High Yield Strategies Fund,$12.79,0.01,0.078%,187458362.0,United States,,19537,Finance,Trusts Except Educational Religious and Charitable,NHS,3.5026679241601326,11.915577687115308,10.889482049828034,11.615079365079366,11.332063508412194,8.832259857925226,-8.611379693296993,6.663285837941133,-2.4366243894816284
3003,NHTC,Natural Health Trends Corp. Common Stock,$7.35,0.14,1.942%,83955662.0,United States,,31032,Miscellaneous,Diversified Commercial Services,NHTC,-86.09190146788073,24.269163355884324,21.12450195783638,9.711190475357904,4.037460300657484,-16.398455932614088,-12.95743636455225,-54.028783756696214,-58.42466162204809
3004,NI,NiSource Inc Common Stock,$25.40,-0.04,-0.157%,9962312968.0,United States,,1570039,Public Utilities,Power Generation,NI,18.808549045095774,25.17239049326376,25.122191242962717,27.97892857354785,27.569523796202645,8.478304253958889,-0.1994218638649947,11.371370048722804,-1.4632610976113858
3005,NICE,NICE Ltd American Depositary Shares,$274.08,-7.96,-2.822%,17300324549.0,Israel,,320682,Technology,Computer Software: Prepackaged Software,NICE,150.80697369867477,76.40414370958548,104.01207155630408,137.70932509407166,161.05460321335562,18.98257907260289,36.134071408034075,32.39744486727821,16.952576089772002
3006,NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,$14.87,0.03,0.202%,697546644.0,United States,2012.0,43488,Finance,Finance Companies,NID,1.6409330159476057,13.214581668139456,12.447848574573774,13.377579352212331,13.732698410276384,-2.1938463921964573,-5.802174543400664,7.4690077732600475,2.6545838280176097
3007,NIE,Virtus AllianzGI Equity & Convertible Income Fund Common Shares of Beneficial Interest,$30.47,-0.1,-0.327%,844292164.0,United States,2007.0,36656,Finance,Investment Managers,NIE,19.86846720490315,19.98796822445326,21.635737065774986,21.523650774880057,21.799365058777823,9.908114623768274,8.243803586328728,-0.5180608848876798,1.2809828907814516
3008,NIM,Nuveen Select Maturities Municipal Fund Common Stock,$10.90,-0.09,-0.819%,135654457.0,United States,1992.0,11171,Finance,Trusts Except Educational Religious and Charitable,NIM,-1.5376005169951843,10.086852582802337,9.67003984565279,10.255317457138544,10.327142821417915,-3.828607223842043,-4.132237818764136,6.052483969327903,0.7003719249019779
3009,NINE,Nine Energy Service Inc. Common Stock,$2.25,-0.24,-9.639%,70556618.0,United States,2018.0,197570,Energy,Oilfield Services/Equipment,NINE,,,29.663974865709893,14.780873026166644,4.448333346654499,,,-50.172311387532176,-69.90479967739662
3010,NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,$43.84,-1.76,-3.86%,71832633899.0,,2018.0,37954432,Finance,Finance Companies,NIO,,,7.175526305248862,4.006825408292195,3.7066666815016,,,-44.159839462072334,-7.491185569738348
3011,NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest,$14.93,-0.05,-0.334%,195540360.0,,2013.0,25808,Finance,Finance/Investors Services,NIQ,3.787359623134908,12.977051791916804,12.440159379723534,13.317658727131192,13.872539747328984,-2.912230513879801,-4.137244890458781,7.053762903053384,4.1665057767802
3012,NIU,Niu Technologies American Depositary Shares,$23.55,-1.18,-4.772%,1796276226.0,China,2018.0,823665,Capital Goods,Auto Manufacturing,NIU,-21.74415863845184,12.206458409627281,7.668979557193055,8.119999993415108,8.411746040223138,13.558667644320446,-37.172771168871535,5.8811010364347664,3.592931613850022
3013,NJR,NewJersey Resources Corporation Common Stock,$39.06,0.25,0.644%,3763034502.0,United States,,478780,Public Utilities,Oil/Gas Transmission,NJR,10.977006657945036,41.01294820717131,43.641553688809225,46.71746028415741,38.873968427143396,17.08334421219433,6.409208790257807,7.048114320771595,-16.789208594187745
3014,NKE,Nike Inc. Common Stock,$172.80,-1.05,-0.604%,273335251507.0,United States,,4087244,Consumer Non-Durables,Shoe Manufacturing,NKE,65.01318224665073,55.70601597820146,72.93880480884081,86.73337300618488,92.81539692954412,-0.9622619636741454,30.93523837242785,18.9125229478288,7.012322607268515
3015,NKG,Nuveen Georgia Quality Municipal Income Fund ,$13.915,-0.025,-0.179%,144713398.0,United States,2002.0,9643,Finance,Finance/Investors Services,NKG,-10.488077374278564,13.012509946329185,11.362828695441625,12.144682558756024,12.481904786730569,-6.682929938665046,-12.67765602248731,6.880803048875109,2.776706812574642
3016,NKSH,National Bankshares Inc. Common Stock,$37.64,0.49,1.319%,232240983.0,United States,,23906,Finance,Major Banks,NKSH,8.500596392616092,41.656374486794036,44.62083653909752,39.44523814367869,38.1528569781591,18.464037384111787,7.116466780476251,-11.599061776629574,-3.2763933654351742
3017,NKTR,Nektar Therapeutics  Common Stock,$15.77,-0.1,-0.63%,2875012914.0,United States,,877691,Health Care,Major Pharmaceuticals,NKTR,40.58768446396017,23.668924403855524,64.85729087586422,29.039484171640307,20.571269792223735,61.75760219470929,174.0187503632373,-55.22556711901304,-29.16103581373718
3018,NKX,Nuveen California AMT-Free Quality Municipal Income Fund,$16.39,-0.03,-0.183%,778858274.0,United States,2002.0,49107,Finance,Finance/Investors Services,NKX,-5.337406423763224,15.285537864107535,13.459800781006832,14.477777749773054,15.124603195795936,-4.3301407850228975,-11.94421223075032,7.5630909054961215,4.4677122221538434
3019,NL,NL Industries Inc. Common Stock,$6.49,0.56,9.444%,316640506.0,United States,,111420,Consumer Services,Diversified Commercial Services,NL,-6.859929226323576,8.756374499712333,7.953545815441237,3.9409920648923,3.31999999757797,145.65341602981988,-9.168505576108805,-50.449872844874456,-15.757252414851033
3020,NLOK,NortonLifeLock Inc. Common Stock,$23.99,0.0,0.00%,13944630044.0,United States,,3229347,Technology,Computer Software: Prepackaged Software,NLOK,,,,23.061116938895374,21.583809564984037,,,,-6.406053001794009
3021,NLS,Nautilus Inc. Common Stock,$14.19,-0.28,-1.935%,435790168.0,United States,,386414,Consumer Non-Durables,Recreational Products/Toys,NLS,-85.9301165262689,16.675657340729853,13.699721089397292,3.6529761883947582,2.7317460378011074,-14.111871167644708,-17.845990658874438,-73.33539738103188,-25.218619095310093
3022,NLSN,Nielsen N.V. Ordinary Shares,$23.18,0.06,0.26%,8316987454.0,Netherlands,2011.0,3464277,Miscellaneous,Business Services,NLSN,-62.812915828901026,40.09884467257921,29.64370514007204,23.072658750745987,18.627777826218377,-19.949704902307868,-26.073418368726,-22.166751282529052,-19.264710550030987
3023,NLTX,Neoleukin Therapeutics Inc. Common Stock,$7.03,-0.47,-6.267%,297690412.0,Canada,2014.0,191781,Health Care,Major Pharmaceuticals,NLTX,0.039906804192434864,14.4732271209656,8.029860555413235,3.2880079538103133,10.296031792958578,40.62702227935263,-44.51921131133668,-59.052739071617616,213.13889557435544
3024,NLY,Annaly Capital Management Inc Common Stock,$8.45,0.05,0.595%,12203118445.0,United States,,14608337,Consumer Services,Real Estate Investment Trusts,NLY,-15.867469597591107,11.64039841686112,10.383147387865533,9.453531757233636,8.72317457955981,12.268322130971251,-10.800755987651248,-8.953119857648451,-7.725760027356678
3025,NM,Navios Maritime Holdings Inc. Common Stock,$4.00,0.0,0.00%,63588256.0,Monaco,,333126,Finance,Business Services,NM,-71.699263007809,15.501593646775206,8.288047850369457,4.118849210795903,3.1696825368063792,38.40708640784697,-46.534220679345324,-50.303747213376724,-23.04446279561936
3026,NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares,$15.68,-0.03,-0.191%,835368934.0,,2019.0,65355,Finance,Finance/Investors Services,NMCO,,,,15.463864841976681,14.7755555349683,,,,-4.451082016314349
3027,NMFC,New Mountain Finance Corporation Common Stock,$13.45,0.03,0.224%,1302327750.0,United States,,175796,Finance,Finance/Investors Services,NMFC,-5.968593649092579,14.379482098309646,13.464581675738454,13.689841262877936,12.24714292041839,10.40313100678352,-6.3625408503324286,1.6729787271844612,-10.538459246942748
3028,NMI,Nuveen Municipal Income Fund Inc. Common Stock,$11.88,-0.07,-0.586%,115039327.0,United States,1988.0,2675,Finance,Trusts Except Educational Religious and Charitable,NMI,-8.908121640776235,11.732629487239034,10.896733025630633,11.128293661844163,11.268571429782446,-5.156810271374964,-7.1245449497707405,2.1250464306032715,1.2605505587910102
3029,NMIH,NMI Holdings Inc. Class A Common Stock,$22.53,0.67,3.065%,1918723269.0,United States,2013.0,208419,Finance,Property-Casualty Insurers,NMIH,291.531279412085,12.355079688873898,18.78093628674389,27.358095206911607,26.1984920501709,84.64422107040727,52.009835304070634,45.66949586119253,-4.238610721874192
3030,NML,Neuberger Berman MLP and Energy Income Fund Inc. Common Stock,$4.72,-0.04,-0.84%,267430140.0,,2013.0,61749,Finance,Finance/Investors Services,NML,-33.63140856823809,9.507211113356025,8.63733064605895,7.3161111256432925,5.324920641051398,18.495702109326853,-9.149691291434953,-15.296618533626564,-27.216515036419874
3031,NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,$22.45,-0.49,-2.136%,512883989.0,Greece,2007.0,217395,Transportation,Marine Transportation,NMM,-51.63451616058807,28.627290832093987,27.13207171542711,15.974562141630384,10.805079414730981,28.140915856494843,-5.22305490043295,-41.12295474824594,-32.36071625041612
3032,NMR,Nomura Holdings Inc ADR American Depositary Shares,$4.95,0.08,1.643%,15313774831.0,Japan,,413692,Finance,Investment Bankers/Brokers/Service,NMR,2.3829511191637827,6.009960159362549,5.20972110740692,4.0105555634649965,4.743174605899387,29.726925181887328,-13.315213923822553,-23.017845278454715,18.267270726987
3033,NMRD,Nemaura Medical Inc. Common Stock,$7.23,-0.01,-0.138%,165521487.0,United Kingdom,,38874,Health Care,Medical Specialities,NMRD,164.1204004572896,4.17758286569223,27.358848653466573,8.641039677082546,4.6322539647420236,138.19610665314462,554.8966120611753,-68.41592354074571,-46.392400245221395
3034,NMRK,Newmark Group Inc. Class A Common Stock,$13.25,-0.05,-0.376%,2375147830.0,United States,2017.0,1516932,Finance,Real Estate,NMRK,,15.303999900817873,13.138864532409912,9.724067445785279,9.704999991825648,,-14.147512953736046,-25.99004714753912,-0.1960851677134008
3035,NMS,Nuveen Minnesota Quality Municipal Income Fund ,$15.71,0.01,0.064%,90847081.0,United States,2014.0,7510,Finance,Finance Companies,NMS,-13.26918898807256,15.845159336865187,13.318968149770305,13.657757929393224,14.156777730063787,-2.9254010973767137,-15.942983805896304,2.543663862044477,3.6537461218038536
3036,NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,$15.29,-0.0757,-0.493%,142544863.0,United States,,1262,Finance,Finance/Investors Services,NMT,-5.256822310365418,14.028207193807775,12.564940220806227,13.288214308874949,13.929841268630257,-4.587790973397741,-10.430890795849184,5.756287537851173,4.828541629756664
3037,NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,$15.40,-0.02,-0.13%,1369476462.0,United States,2003.0,226266,Finance,Finance/Investors Services,NMZ,-1.8623137781136287,13.398645408599975,12.568087646210813,13.738015874983773,13.80777775295197,-4.770189495091833,-6.198818888483063,9.308721117374487,0.5078016986079631
3038,NNA,Navios Maritime Acquisition Corporation Common stock,$2.20,-0.07,-3.084%,36430858.0,Greece,,108312,Transportation,Marine Transportation,NNA,-78.44517864203796,22.43426294060817,9.795059754079082,6.8280952468750975,5.397301601985143,-10.405872111260207,-56.33883858805507,-30.29041763597629,-20.954506244545442
3039,NNDM,Nano Dimension Ltd. American Depositary Shares,$6.24,-0.02,-0.319%,1600493126.0,Israel,,4542593,Technology,Electrical Products,NNDM,-97.76934099892769,55.39860555185265,20.28239043490345,5.540146834320493,1.5783492033443751,-21.70592042670227,-63.38826540332445,-72.6849413923785,-71.5106972694892
3040,NNI,Nelnet Inc. Common Stock,$76.97,1.49,1.974%,2965266787.0,United States,2003.0,46828,Finance,Finance: Consumer Services,NNI,37.97599644276496,48.33892416479103,55.830517833451346,59.51424601721385,53.69730134994265,24.207568368152558,15.498056272665305,6.598054839382769,-9.774037405411661
3041,NNN,National Retail Properties Common Stock,$48.42,-0.36,-0.738%,8502523820.0,United States,,526263,Consumer Services,Real Estate Investment Trusts,NNN,7.727317555131235,41.86525905654725,43.017529992943274,53.81630944448804,49.875396849617125,-9.574011601130332,2.752332034634382,25.10320665392978,-7.32289641476809
3042,NNVC,NanoViricides Inc. Common Stock,$3.91,0.0,0.00%,44984550.0,United States,,61830,Health Care,Major Pharmaceuticals,NNVC,-79.13252112840952,23.836653485241165,11.172908359314816,4.550198418753488,7.040952360819256,-29.354604678106746,-53.12719394006925,-59.27471816270646,54.73945777397774
3043,NNY,Nuveen New York Municipal Value Fund Common Stock,$10.27,0.03,0.293%,156465165.0,United States,1988.0,37745,Finance,Investment Managers,NNY,0.035335658760968794,9.926414318768627,9.250677275942618,10.049523788785178,10.110793658665248,-1.788897905662712,-6.807463613002166,8.635546230977582,0.6096793357357291
3044,NOAH,Noah Holdings Limited,$40.74,0.02,0.049%,2488752823.0,China,2010.0,100958,Finance,Investment Managers,NOAH,26.62109175647551,30.840318725403566,47.979163272447316,39.105118963453506,31.436349111890035,24.220367105265726,55.57285156371057,-18.495621231664654,-19.61065470413344
3045,NOC,Northrop Grumman Corporation Common Stock,$362.11,3.39,0.945%,57977107287.0,United States,,361108,Miscellaneous,Diversified Manufacture,NOC,63.52604669412051,264.40565636623427,311.54533799615984,319.80079360235305,347.19285801478793,24.533701402615858,17.828545076445483,2.649840841558319,8.565352231894312
3046,NODK,NI Holdings Inc. Common Stock,$19.96,0.06,0.302%,425905662.0,United States,2017.0,2512,Finance,Property-Casualty Insurers,NODK,,17.003333286266418,16.44185262277307,16.64859131782774,14.560476242549838,,-3.3021799551906663,1.2573929459039443,-12.542292830756784
3047,NOG,Northern Oil and Gas Inc. Common Stock,$17.19,0.21,1.237%,1137168059.0,United States,,598329,Energy,Oil & Gas Production,NOG,-59.108598935545025,1.8024701162638417,2.6836254995657627,2.1519841296332225,1.4468253983391657,-49.05706762167202,48.88599124896334,-19.81056485036996,-32.76784069101113
3048,NOK,Nokia Corporation Sponsored American Depositary Shares,$6.10,-0.09,-1.454%,34338919100.0,Finland,1994.0,19916115,Technology,Radio And Television Broadcasting And Communications Equipment,NOK,-33.93560783692236,5.60203187874114,5.620039850592137,5.106468239473919,3.7057142901042153,-0.12861165915489678,0.3214542908857245,-9.138220097569397,-27.43097349635161
3049,NOM,Nuveen Missouri Quality Municipal Income Fund ,$16.00,0.22,1.394%,37554704.0,United States,1993.0,1508,Finance,Investment Managers,NOM,-13.880563022982068,15.552470119825873,12.91940236186601,13.524087326867239,14.161111089918348,-5.419146716896393,-16.930222258413437,4.680440689625604,4.710290222583692
3050,NOMD,Nomad Foods Limited Ordinary Shares,$27.18,-0.13,-0.476%,4800663396.0,,2016.0,928256,Consumer Non-Durables,Specialty Foods,NOMD,101.11017026973585,13.402310755148351,18.16597603421762,20.485119040050204,19.437936449807786,38.663947427529024,35.543611591302316,12.766410136533382,-5.1119185014013535
3051,NOV,NOV Inc. Common Stock,$13.45,0.29,2.204%,5254970549.0,United States,,2952577,Energy,Metal Fabrications,NOV,-43.655613423107205,34.97553783583926,39.13537844623703,24.040238107953748,18.700634850396053,5.3801242750607585,11.893571529685518,-38.571596692288324,-22.211108033040176
3052,NOVA,Sunnova Energy International Inc. Common Stock,$35.99,-1.02,-2.756%,4030367143.0,United States,2019.0,975457,Public Utilities,Electric Utilities: Central,NOVA,,,38.550000190734856,10.576396400864061,13.667301563989547,,,-72.5644712100261,29.224558592310068
3053,NOVN,Novan Inc. Common Stock,$8.32,-0.07,-0.834%,156474589.0,United States,2016.0,317082,Health Care,Major Pharmaceuticals,NOVN,-97.51602365342035,6.315079704223876,2.793988050455116,1.9934047675795024,0.5664603128319695,-72.3078417733559,-55.75688381911724,-28.653783352624068,-71.58327691170342
3054,NOW,ServiceNow Inc. Common Stock,$590.68,-4.82,-0.809%,117013708000.0,United States,2012.0,709151,Technology,Computer Software: Prepackaged Software,NOW,334.0786110058242,105.2560162487258,173.68880465686084,254.85694419013132,311.96730186825715,46.45568641212229,65.01556000981888,46.731935137458066,22.40879009971951
3055,NP,Neenah Inc. Common Stock,$48.01,0.65,1.372%,808627293.0,United States,,65868,Basic Industries,Paper,NP,-17.826946255452988,80.89768930260405,81.94147394187897,65.66654754820324,58.90666652861096,12.849878674492713,1.2902527232521752,-19.861647113181686,-10.294253728856573
3056,NPK,National Presto Industries Inc. Common Stock,$89.28,-0.91,-1.009%,628173544.0,United States,,17698,Consumer Non-Durables,Military/Government/Technical,NPK,-4.487372653295521,105.89900392935095,114.95294830808601,98.70107142130536,84.08746023026724,20.287758376730142,8.549602963947876,-14.137851291316107,-14.805929642506037
3057,NPTN,NeoPhotonics Corporation Common Stock,$9.32,0.01,0.107%,486368161.0,United States,2011.0,518851,Technology,Semiconductors,NPTN,-39.17364866997955,7.92262949696575,6.993466134090348,6.341428558031717,7.40698412486485,-34.939155111417925,-11.727966873009253,-9.3235251813147,16.803083990965344
3058,NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,$16.59,0.09,0.545%,296918911.0,United States,1993.0,7437,Finance,Investment Managers,NPV,-1.4576660295655794,13.10689244897242,12.143067739874244,13.209365061351232,14.049047576056587,-8.066097290294843,-7.353571510947588,8.781119765770413,6.356721241372532
3059,NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,$15.25,-0.02,-0.131%,570095950.0,United States,1991.0,18182,Finance,Trusts Except Educational Religious and Charitable,NQP,-3.3516166426818668,13.385258929188035,12.549960170609069,13.610634898382521,14.005079435923744,-7.628968315108772,-6.2404378054839515,8.45161827889671,2.8980612622861517
3060,NR,Newpark Resources Inc. Common Stock,$2.52,-0.06,-2.326%,229219991.0,United States,,725964,Energy,Metal Fabrications,NR,-35.90912541049144,8.139840633270751,9.329681284399149,7.455634940238227,3.698730154642983,41.045570613111465,14.617493200850248,-20.08692780636197,-50.39013867644115
3061,NRBO,NeuroBo Pharmaceuticals Inc. Common Stock,$3.70,0.01,0.271%,82456320.0,United States,2016.0,281684,Health Care,Major Pharmaceuticals,NRBO,-95.1004588438057,263.3905378242888,120.63127489963851,19.685515859770398,12.215031790354896,5.647926454129221,-54.20060420693124,-83.68125025939736,-37.94914048801885
3062,NRC,National Research Corporation Common Stock (Delaware),$53.32,0.15,0.282%,1356408173.0,United States,,16582,Health Care,Managed Health Care,NRC,292.47027602725467,27.49980083024834,36.19549807514328,52.31134930867997,59.825396643744575,80.40589829788637,31.620946270018514,44.524463235951494,14.364086253492616
3063,NREF,NexPoint Real Estate Finance Inc. Common Stock,$22.55,0.78,3.583%,124001999.0,,2020.0,151618,Consumer Services,Real Estate Investment Trusts,NREF,,,,,15.09052612907008,,,,
3064,NRG,NRG Energy Inc. Common Stock,$43.89,1.92,4.575%,10742251436.0,United States,,3919029,Public Utilities,Electric Utilities: Central,NRG,169.87535260229868,21.06948211943486,32.998685266867106,38.666031686086505,34.323968251546226,65.66073813082967,56.61839754679369,17.17446126530927,-11.229658812136952
3065,NRGX,PIMCO Energy and Tactical Credit Opportunities Fund Common Shares of Beneficial Interest,$11.47,0.03,0.262%,512788762.0,,2019.0,38588,Finance,Finance/Investors Services,NRGX,,,,18.89684546556596,13.067301621512762,,,,-30.84929627368681
3066,NRIM,Northrim BanCorp Inc Common Stock,$42.10,1.32,3.237%,261311037.0,United States,,9406,Finance,Savings Institutions,NRIM,31.98231614898376,31.314940334791213,37.79780880293523,36.54452373867943,34.29523816184392,20.512892663077523,20.70215813549385,-3.3157611616853133,-6.154918293420867
3067,NRK,Nuveen New York AMT-Free Quality Municipal Income Fund ,$14.40,-0.02,-0.139%,1256188378.0,United States,2002.0,48987,Finance,Trusts Except Educational Religious and Charitable,NRK,-2.002857423693208,13.062669320885403,12.07011952723165,13.01158733216543,13.364127007741775,-4.213401509548883,-7.598368827011511,7.799987421911722,2.709428654449005
3068,NRO,Neuberger Berman Real Estate Securities Income Fund Inc. Neuberger Berman Real Estate Securities Income Fund Inc.,$5.11,-0.01,-0.195%,242318249.0,United States,2003.0,61579,Finance,Finance/Investors Services,NRO,-5.0116420616020205,5.4106772981316915,4.869920334493021,5.187499982970102,5.002380950110299,2.7413459730141048,-9.994256427478948,6.52124935653884,-3.568559681301674
3069,NRP,Natural Resource Partners LP Limited Partnership,$21.60,0.1,0.465%,266788210.0,United States,2002.0,17997,Energy,Coal Mining,NRP,-13.624031356596024,30.082151367369875,32.207290831790026,33.01634930807447,16.663809564378525,55.92922813931465,7.064453065432318,2.512035180201698,-49.52861260071771
3070,NRT,North European Oil Royality Trust Common Stock,$7.40,0.06,0.817%,68010366.0,United States,,15055,Energy,Oil & Gas Production,NRT,-46.53176212849873,6.89191235014167,7.912749013102863,6.611944429458133,4.315714287379431,-14.614734806582822,14.812095846520851,-16.43935099534565,-34.72851544015297
3071,NRZ,New Residential Investment Corp. Common Stock,$9.79,0.07,0.72%,4567817417.0,United States,,5943680,Consumer Services,Real Estate Investment Trusts,NRZ,8.789630501673205,16.727251075653438,17.424422294495116,15.849523824358744,14.334285743652828,26.95096891275753,4.16787681184752,-9.038454437791776,-9.560148919913814
3072,NS,Nustar Energy L.P.  Common Units,$15.37,0.15,0.986%,1683419538.0,United States,,565225,Energy,Oil & Gas Production,NS,-51.838161200799895,43.49003982543945,25.057012003256503,27.196864990960986,21.534285704294838,-2.7337002858718344,-42.38448135750054,8.539936794644039,-20.820705947351385
3073,NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,$54.38,-0.31,-0.567%,4818527783.0,,2015.0,459864,Consumer Services,Real Estate Investment Trusts,NSA,65.39382523397865,23.912270868916913,26.98597610899177,30.58091266571529,33.08158738272531,19.55115403882982,12.854091762862668,13.321499071236804,8.177240307852424
3074,NSC,Norfolk Southern Corporation Common Stock,$256.01,1.54,0.605%,63227357274.0,United States,,1001919,Transportation,Railroads,NSC,108.3970133170351,122.59912364701351,156.37430301985418,185.81063491579087,183.8993653796968,38.93082855708565,27.549282872596965,18.824276960773584,-1.028611487690278
3075,NSEC,National Security Group Inc. Common Stock,$10.55,-0.3899,-3.564%,26695404.0,United States,,355,Finance,Life Insurance,NSEC,-16.32785969576185,14.780039848084467,15.266374557616704,12.192142830954658,14.319523902166456,-13.636963329203105,3.2904830740037783,-20.137274341459467,17.448787310878494
3076,NSIT,Insight Enterprises Inc. Common Stock,$97.87,-2.25,-2.247%,3456876253.0,United States,1995.0,230797,Technology,EDP Services,NSIT,98.92810966218481,41.297011903557646,44.51625501777072,55.56357138497489,57.590635087755,42.64709010681118,7.7953415170353795,24.816365084605884,3.648188286414305
3077,NSL,Nuveen Senior Income Fund Common Stock,$5.76,-0.01,-0.173%,222402079.0,United States,1999.0,126412,Finance,Trusts Except Educational Religious and Charitable,NSL,-10.08798757261482,6.780637448527425,6.243266928243448,5.804603166050381,5.474285731239925,11.368092289823355,-7.925073776075134,-7.026189449126834,-5.69061183617852
3078,NSP,Insperity Inc. Common Stock,$101.92,0.51,0.503%,3934379948.0,United States,,150938,Technology,Professional Services,NSP,119.6465954158093,43.20109562664868,90.8292429190708,107.4123016841828,70.35206352718292,34.8783972620761,110.24754488643707,18.257400625795785,-34.50278746094243
3079,NSPR,InspireMD Inc. Common Stock,$3.83,-0.01,-0.26%,30281803.0,Israel,,72755,Health Care,Medical/Dental Instruments,NSPR,-99.76147668710257,41.87450199203187,42.84262948207172,4.074444440149127,0.9576190426236108,-89.56991820703054,2.311973740545169,-90.48974236781113,-76.49694193428341
3080,NSSC,NAPCO Security Technologies Inc. Common Stock,$35.95,0.48,1.353%,659721470.0,United States,,13965,Miscellaneous,Diversified Manufacture,NSSC,250.6142877308091,9.391314702204976,13.081673318171404,25.70103178327046,23.38555553981236,40.801834258921865,39.295441937431576,96.46593488594335,-9.009273491367404
3081,NSTG,NanoString Technologies Inc. Common Stock,$60.86,-1.0,-1.617%,2751489060.0,United States,2013.0,427236,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NSTG,74.82029601357135,15.38199202852895,12.324501974174225,25.087182571017557,28.837301526750842,-6.749790814813089,-19.87707475523329,103.55534547024536,14.94834641202668
3082,NSYS,Nortech Systems Incorporated Common Stock,$11.79,0.59,5.268%,31365291.0,United States,,16091,Capital Goods,Industrial Machinery/Components,NSYS,9.68921384300603,3.739681278091978,3.7608765073981423,3.891071429328313,4.214285710501293,-2.6637661525508856,0.5667656607618157,3.461823903924008,8.306562525087692
3083,NTAP,NetApp Inc. Common Stock,$82.17,0.69,0.847%,18407303511.0,United States,1995.0,1014941,Technology,Electronic Components,NTAP,80.08675042458498,42.70294826249202,71.54888440318318,60.93329359993102,51.51888892764136,49.27020644685008,67.55022150549699,-14.83683622994388,-15.450345970302688
3084,NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,$34.38,1.48,4.498%,1726128934.0,Bermuda,2016.0,158012,Finance,Commercial Banks,NTB,8.764441496248427,34.316454306066746,45.37131482766444,34.11555562700544,29.141428478180412,28.0791705020745,32.21446022074409,-24.808095695291552,-14.58023197162168
